銘柄コード,銘柄名,市場区分,日経225採否
9326,関通,グロース（内国株式）,False
9327,イー・ロジット,スタンダード（内国株式）,False
9330,揚羽,グロース（内国株式）,False
9331,キャスター,グロース（内国株式）,False
9332,ＮＩＳＳＯホールディングス,プライム（内国株式）,False
9336,大栄環境,プライム（内国株式）,False
9337,トリドリ,グロース（内国株式）,False
9338,ＩＮＦＯＲＩＣＨ,グロース（内国株式）,False
9339,コーチ・エィ,スタンダード（内国株式）,False
9340,アソインターナショナル,スタンダード（内国株式）,False
9341,ＧＥＮＯＶＡ,プライム（内国株式）,False
9342,スマサポ,グロース（内国株式）,False
9343,アイビス,グロース（内国株式）,False
9344,アクシスコンサルティング,グロース（内国株式）,False
9345,ビズメイツ,グロース（内国株式）,False
9346,ココルポート,グロース（内国株式）,False
9347,日本管財ホールディングス,プライム（内国株式）,False
9348,ｉｓｐａｃｅ,グロース（内国株式）,False
9351,東洋埠頭,スタンダード（内国株式）,False
9353,櫻島埠頭,スタンダード（内国株式）,False
9355,リンコーコーポレーション,スタンダード（内国株式）,False
9360,鈴与シンワート,スタンダード（内国株式）,False
9361,伏木海陸運送,スタンダード（内国株式）,False
9362,兵機海運,スタンダード（内国株式）,False
9363,大運,スタンダード（内国株式）,False
9364,上組,プライム（内国株式）,False
9365,トレーディア,スタンダード（内国株式）,False
9366,サンリツ,スタンダード（内国株式）,False
9367,大東港運,スタンダード（内国株式）,False
9368,キムラユニティー,スタンダード（内国株式）,False
9369,キユーソー流通システム,スタンダード（内国株式）,False
9376,ユーラシア旅行社,スタンダード（内国株式）,False
9377,エージーピー,スタンダード（内国株式）,False
9380,東海運,スタンダード（内国株式）,False
9381,エーアイテイー,プライム（内国株式）,False
9385,ショーエイコーポレーション,スタンダード（内国株式）,False
9386,日本コンセプト,プライム（内国株式）,False
9401,ＴＢＳホールディングス,プライム（内国株式）,False
9404,日本テレビホールディングス,プライム（内国株式）,False
9405,朝日放送グループホールディングス,プライム（内国株式）,False
9408,ＢＳＮメディアホールディングス,スタンダード（内国株式）,False
9409,テレビ朝日ホールディングス,プライム（内国株式）,False
9412,スカパーＪＳＡＴホールディングス,プライム（内国株式）,False
9413,テレビ東京ホールディングス,プライム（内国株式）,False
9414,日本ＢＳ放送,スタンダード（内国株式）,False
9416,ビジョン,プライム（内国株式）,False
9417,スマートバリュー,スタンダード（内国株式）,False
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,False
9419,ワイヤレスゲート,スタンダード（内国株式）,False
9421,エヌジェイホールディングス,スタンダード（内国株式）,False
9423,フォーバル・リアルストレート,スタンダード（内国株式）,False
9424,日本通信,プライム（内国株式）,False
9425,ＲｅＹｕｕ　Ｊａｐａｎ,スタンダード（内国株式）,False
9428,クロップス,スタンダード（内国株式）,False
9432,ＮＴＴ,プライム（内国株式）,True
9433,ＫＤＤＩ,プライム（内国株式）,True
9434,ソフトバンク,プライム（内国株式）,True
94345,ソフトバンク第１回社債型種類株式,プライム（内国株式）,False
94346,ソフトバンク第２回社債型種類株式,プライム（内国株式）,False
9435,光通信,プライム（内国株式）,False
9436,沖縄セルラー電話,スタンダード（内国株式）,False
9438,エムティーアイ,プライム（内国株式）,False
9439,エム・エイチ・グループ,スタンダード（内国株式）,False
9441,ベルパーク,スタンダード（内国株式）,False
9444,トーシンホールディングス,スタンダード（内国株式）,False
9445,フォーバルテレコム,スタンダード（内国株式）,False
9446,サカイホールディングス,スタンダード（内国株式）,False
9449,ＧＭＯインターネットグループ,プライム（内国株式）,False
9450,ファイバーゲート,スタンダード（内国株式）,False
9466,アイドママーケティングコミュニケーション,スタンダード（内国株式）,False
9467,アルファポリス,グロース（内国株式）,False
9468,ＫＡＤＯＫＡＷＡ,プライム（内国株式）,False
9470,学研ホールディングス,プライム（内国株式）,False
9474,ゼンリン,プライム（内国株式）,False
9475,昭文社ホールディングス,スタンダード（内国株式）,False
9476,中央経済社ホールディングス,スタンダード（内国株式）,False
9478,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,False
9501,東京電力ホールディングス,プライム（内国株式）,True
9502,中部電力,プライム（内国株式）,True
9503,関西電力,プライム（内国株式）,True
9504,中国電力,プライム（内国株式）,False
9505,北陸電力,プライム（内国株式）,False
9506,東北電力,プライム（内国株式）,False
9507,四国電力,プライム（内国株式）,False
9508,九州電力,プライム（内国株式）,False
9509,北海道電力,プライム（内国株式）,False
9511,沖縄電力,プライム（内国株式）,False
9513,電源開発,プライム（内国株式）,False
9514,エフオン,スタンダード（内国株式）,False
9517,イーレックス,プライム（内国株式）,False
9519,レノバ,プライム（内国株式）,False
9531,東京瓦斯,プライム（内国株式）,True
9532,大阪瓦斯,プライム（内国株式）,True
9533,東邦瓦斯,プライム（内国株式）,False
9534,北海道瓦斯,プライム（内国株式）,False
9535,広島ガス,プライム（内国株式）,False
9536,西部ガスホールディングス,プライム（内国株式）,False
9537,北陸瓦斯,スタンダード（内国株式）,False
9539,京葉瓦斯,スタンダード（内国株式）,False
9543,静岡ガス,プライム（内国株式）,False
9551,メタウォーター,プライム（内国株式）,False
